user_id,country,device_type,age_group,signup_date
5206,UK,Desktop,35-44,2024-08-09
5207,UK,Mobile,55+,2024-02-29
5208,USA,Mobile,25-34,2024-12-22
5209,USA,Desktop,18-24,2024-06-05
5210,Germany,Desktop,35-44,2024-12-07
5211,UK,Mobile,25-34,2024-07-20
5212,India,Mobile,55+,2024-09-23
5213,Canada,Tablet,55+,2024-02-04
5214,UK,Mobile,25-34,2024-09-11
5215,UK,Desktop,18-24,2024-01-23
5216,Australia,Desktop,25-34,2024-06-13
5217,USA,Desktop,25-34,2024-01-28
5218,Canada,Desktop,45-54,2024-12-16
5219,Germany,Mobile,55+,2024-11-09
5220,UK,Mobile,18-24,2024-02-22
5221,Germany,Mobile,45-54,2024-10-10
5222,UK,Mobile,25-34,2024-10-24
5223,Germany,Mobile,55+,2024-03-25
5224,Canada,Mobile,45-54,2024-12-14
5225,USA,Desktop,45-54,2024-05-03
5226,Canada,Mobile,18-24,2024-07-25
5227,Australia,Mobile,25-34,2024-06-13
5228,India,Mobile,18-24,2024-02-16
5229,USA,Desktop,45-54,2024-06-04
5230,Canada,Mobile,45-54,2024-09-22
5231,Australia,Mobile,18-24,2024-10-05
5232,India,Mobile,45-54,2024-01-05
5233,Australia,Desktop,35-44,2024-03-22
5234,UK,Tablet,55+,2024-04-28
5235,UK,Tablet,25-34,2024-09-18
5236,Germany,Mobile,55+,2024-05-04
5237,USA,Mobile,25-34,2024-10-29
5238,UK,Mobile,45-54,2024-08-02
5239,Australia,Mobile,18-24,2024-01-28
5240,USA,Mobile,18-24,2024-09-25
5241,UK,Mobile,45-54,2024-01-25
5242,Germany,Desktop,25-34,2024-01-07
5243,Canada,Mobile,45-54,2024-07-12
5244,Germany,Mobile,25-34,2024-03-20
5245,India,Mobile,45-54,2024-11-17
5246,UK,Mobile,45-54,2024-02-05
5247,India,Desktop,45-54,2024-09-14
5248,India,Desktop,18-24,2024-04-22
5249,Australia,Desktop,25-34,2024-10-20
5250,USA,Mobile,45-54,2024-07-20
5251,Australia,Mobile,55+,2024-01-14
5252,UK,Mobile,55+,2024-06-03
5253,India,Tablet,18-24,2024-03-25
5254,Canada,Tablet,35-44,2024-05-19
5255,India,Desktop,18-24,2024-04-06
5256,Canada,Mobile,35-44,2024-07-03
5257,Australia,Mobile,18-24,2024-12-07
5258,Australia,Mobile,55+,2024-12-23
5259,USA,Desktop,45-54,2024-07-07
5260,India,Desktop,25-34,2024-03-22
5261,Germany,Desktop,45-54,2024-10-26
5262,Australia,Mobile,55+,2024-06-28
5263,Australia,Mobile,25-34,2024-12-14
5264,USA,Mobile,35-44,2024-04-14
5265,Canada,Mobile,35-44,2024-07-28
5266,USA,Mobile,55+,2024-11-24
5267,India,Mobile,25-34,2024-09-05
5268,UK,Desktop,45-54,2024-03-12
5269,UK,Desktop,55+,2024-06-09
5270,Canada,Mobile,35-44,2024-05-12
5271,Australia,Mobile,55+,2024-08-27
5272,Canada,Mobile,45-54,2024-03-18
5273,Australia,Desktop,18-24,2024-02-27
5274,Australia,Mobile,18-24,2024-05-04
5275,UK,Mobile,45-54,2024-01-11
5276,Canada,Desktop,25-34,2024-01-27
5277,USA,Mobile,55+,2024-07-25
5278,Australia,Mobile,45-54,2024-08-09
5279,Germany,Desktop,18-24,2024-11-07
5280,Germany,Desktop,35-44,2024-09-06
5281,USA,Desktop,45-54,2024-11-10
5282,Germany,Mobile,45-54,2024-07-26
5283,India,Mobile,45-54,2024-04-18
5284,Australia,Desktop,18-24,2024-10-22
5285,USA,Mobile,18-24,2024-03-01
5286,Canada,Desktop,45-54,2024-05-01
5287,Australia,Desktop,45-54,2024-08-26
5288,USA,Desktop,25-34,2024-04-15
5289,UK,Mobile,35-44,2024-10-05
5290,Canada,Mobile,55+,2024-02-05
5291,UK,Mobile,55+,2024-02-07
5292,Australia,Desktop,55+,2024-03-12
5293,Canada,Mobile,18-24,2024-02-25
5294,Germany,Mobile,18-24,2024-06-15
5295,USA,Mobile,25-34,2024-08-08
5296,Australia,Mobile,18-24,2024-03-16
5297,India,Mobile,45-54,2024-07-28
5298,Canada,Mobile,35-44,2024-07-29
5299,Canada,Desktop,35-44,2024-08-15
5300,Australia,Mobile,35-44,2024-08-12
5301,Australia,Mobile,35-44,2024-09-10
5302,UK,Desktop,55+,2024-06-04
5303,Germany,Desktop,55+,2024-12-28
5304,UK,Mobile,45-54,2024-05-28
5305,UK,Mobile,25-34,2024-11-13
5306,Germany,Desktop,18-24,2024-10-05
5307,India,Mobile,18-24,2024-08-18
5308,UK,Mobile,55+,2024-07-08
5309,UK,Mobile,35-44,2024-08-12
5310,Canada,Mobile,45-54,2024-03-05
5311,Germany,Mobile,25-34,2024-04-17
5312,USA,Desktop,55+,2024-03-20
5313,India,Desktop,45-54,2024-05-12
5314,India,Mobile,45-54,2024-06-22
5315,Germany,Mobile,55+,2024-03-04
5316,Australia,Mobile,45-54,2024-07-28
5317,Australia,Mobile,35-44,2024-10-23
5318,Canada,Mobile,45-54,2024-04-07
5319,Canada,Desktop,25-34,2024-06-20
5320,Germany,Desktop,45-54,2024-03-29
5321,Canada,Mobile,18-24,2024-12-27
5322,India,Desktop,45-54,2024-08-13
5323,India,Mobile,55+,2024-05-22
5324,USA,Mobile,18-24,2024-07-14
5325,Australia,Mobile,55+,2024-06-27
5326,Germany,Desktop,25-34,2024-02-23
5327,UK,Desktop,35-44,2024-07-14
5328,Australia,Desktop,25-34,2024-08-04
5329,UK,Mobile,18-24,2024-11-28
5330,USA,Mobile,35-44,2024-10-24
5331,USA,Mobile,45-54,2024-01-25
5332,Canada,Mobile,18-24,2024-03-07
5333,USA,Mobile,35-44,2024-06-11
5334,USA,Tablet,55+,2024-04-21
5335,UK,Desktop,35-44,2024-11-24
5336,Canada,Mobile,55+,2024-07-24
5337,USA,Mobile,55+,2024-05-16
5338,Australia,Mobile,35-44,2024-10-05
5339,USA,Desktop,25-34,2024-06-13
5340,Canada,Desktop,25-34,2024-09-27
5341,Germany,Desktop,55+,2024-08-15
5342,Canada,Mobile,18-24,2024-05-06
5343,UK,Mobile,35-44,2024-09-26
5344,Germany,Tablet,18-24,2024-11-03
5345,Australia,Tablet,25-34,2024-09-04
5346,India,Mobile,18-24,2024-12-05
5347,Canada,Mobile,45-54,2024-02-05
5348,UK,Mobile,45-54,2024-06-03
5349,Australia,Desktop,25-34,2024-05-24
5350,Germany,Desktop,18-24,2024-09-16
5351,Australia,Desktop,35-44,2024-01-19
5352,Canada,Mobile,25-34,2024-02-27
5353,USA,Mobile,45-54,2024-09-19
5354,Canada,Mobile,25-34,2024-02-05
5355,India,Desktop,18-24,2024-07-29
5356,Canada,Mobile,18-24,2024-11-27
5357,Germany,Desktop,18-24,2024-05-27
5358,Germany,Mobile,55+,2024-04-11
5359,Canada,Desktop,18-24,2024-03-16
5360,Germany,Desktop,45-54,2024-03-08
5361,USA,Mobile,45-54,2024-03-06
5362,Australia,Desktop,55+,2024-10-29
5363,Canada,Mobile,45-54,2024-08-09
5364,USA,Mobile,45-54,2024-05-30
5365,Australia,Mobile,25-34,2024-09-30
5366,Australia,Desktop,18-24,2024-10-04
5367,USA,Desktop,25-34,2024-03-08
5368,UK,Mobile,25-34,2024-08-22
5369,Canada,Desktop,45-54,2024-07-21
5370,Australia,Desktop,35-44,2024-08-20
5371,Australia,Desktop,18-24,2024-06-11
5372,Germany,Mobile,35-44,2024-04-07
5373,Australia,Mobile,45-54,2024-01-09
5374,USA,Desktop,55+,2024-09-05
5375,Australia,Mobile,25-34,2024-08-14
5376,UK,Mobile,45-54,2024-08-28
5377,Canada,Desktop,45-54,2024-03-15
5378,Canada,Mobile,35-44,2024-01-17
5379,Australia,Tablet,55+,2024-02-20
5380,India,Mobile,25-34,2024-08-15
5381,India,Tablet,55+,2024-07-12
5382,USA,Mobile,55+,2024-10-06
5383,India,Mobile,55+,2024-08-25
5384,USA,Mobile,18-24,2024-09-27
5385,Germany,Desktop,55+,2024-06-05
5386,USA,Desktop,45-54,2024-09-10
5387,India,Mobile,18-24,2024-11-03
5388,Australia,Mobile,18-24,2024-11-05
5389,Germany,Mobile,55+,2024-11-09
5390,India,Mobile,45-54,2024-10-27
5391,USA,Desktop,25-34,2024-04-27
5392,UK,Mobile,55+,2024-11-28
5393,Canada,Mobile,18-24,2024-02-19
5394,India,Desktop,25-34,2024-10-04
5395,USA,Tablet,25-34,2024-02-21
5396,Germany,Desktop,18-24,2024-06-29
5397,India,Mobile,25-34,2024-01-31
5398,India,Mobile,45-54,2024-11-22
5399,Canada,Mobile,45-54,2024-09-02
5400,USA,Mobile,55+,2024-03-30
5401,UK,Desktop,55+,2024-01-31
5402,Germany,Desktop,25-34,2024-04-11
5403,USA,Mobile,18-24,2024-08-17
5404,Germany,Mobile,45-54,2024-04-06
5405,India,Mobile,35-44,2024-03-07
5406,Canada,Mobile,55+,2024-07-10
5407,Canada,Mobile,45-54,2024-07-29
5408,Australia,Mobile,25-34,2024-05-16
5409,UK,Mobile,45-54,2024-12-04
5410,Canada,Mobile,45-54,2024-07-02
5411,India,Mobile,25-34,2024-02-25
5412,UK,Mobile,55+,2024-09-06
5413,USA,Mobile,55+,2024-10-08
5414,Canada,Desktop,35-44,2024-02-29
5415,UK,Mobile,35-44,2024-05-07
5416,India,Mobile,55+,2024-07-23
5417,Australia,Mobile,55+,2024-08-01
5418,Germany,Tablet,55+,2024-05-06
5419,Germany,Mobile,55+,2024-03-12
5420,India,Mobile,45-54,2024-08-03
5421,India,Mobile,35-44,2024-03-30
5422,Germany,Mobile,25-34,2024-11-09
5423,Australia,Desktop,18-24,2024-08-20
5424,UK,Desktop,25-34,2024-08-20
5425,Germany,Desktop,18-24,2024-03-03
5426,India,Mobile,45-54,2024-09-03
5427,Canada,Desktop,35-44,2024-05-14
5428,USA,Mobile,18-24,2024-01-02
5429,Australia,Mobile,55+,2024-06-09
5430,Australia,Mobile,45-54,2024-05-19
5431,Canada,Mobile,18-24,2024-10-30
5432,Canada,Mobile,55+,2024-11-04
5433,India,Desktop,45-54,2024-07-20
5434,Germany,Mobile,18-24,2024-05-04
5435,UK,Mobile,55+,2024-12-12
5436,Australia,Mobile,35-44,2024-03-22
5437,Australia,Mobile,45-54,2024-11-19
5438,Canada,Desktop,18-24,2024-06-12
5439,Germany,Mobile,55+,2024-12-15
5440,Australia,Desktop,35-44,2024-08-27
5441,UK,Mobile,55+,2024-07-31
5442,Canada,Desktop,35-44,2024-05-28
5443,UK,Desktop,18-24,2024-03-12
5444,Germany,Mobile,55+,2024-04-12
5445,Australia,Mobile,55+,2024-07-01
5446,USA,Desktop,25-34,2024-07-02
5447,Australia,Mobile,45-54,2024-01-13
5448,Germany,Mobile,55+,2024-08-19
5449,Australia,Mobile,35-44,2024-05-29
5450,Australia,Mobile,45-54,2024-09-19
5451,India,Mobile,18-24,2024-01-24
5452,Australia,Mobile,45-54,2024-07-07
5453,Australia,Desktop,25-34,2024-05-12
5454,UK,Mobile,18-24,2024-02-19
5455,USA,Desktop,55+,2024-07-01
5456,UK,Mobile,18-24,2024-01-26
5457,UK,Tablet,18-24,2024-05-17
5458,Canada,Tablet,25-34,2024-01-11
5459,India,Desktop,35-44,2024-10-22
5460,UK,Desktop,18-24,2024-04-11
5461,Germany,Desktop,35-44,2024-01-11
5462,Germany,Desktop,45-54,2024-04-21
5463,Australia,Mobile,25-34,2024-04-03
5464,Canada,Mobile,55+,2024-09-16
5465,India,Desktop,18-24,2024-09-14
5466,India,Mobile,35-44,2024-06-15
5467,Australia,Desktop,18-24,2024-07-27
5468,Germany,Desktop,25-34,2024-02-14
5469,USA,Mobile,55+,2024-11-25
5470,Canada,Desktop,45-54,2024-07-23
5471,Australia,Mobile,45-54,2024-12-24
5472,Canada,Mobile,35-44,2024-02-11
5473,Germany,Mobile,45-54,2024-10-11
5474,Germany,Mobile,35-44,2024-04-09
5475,USA,Mobile,55+,2024-12-21
5476,USA,Mobile,18-24,2024-09-28
5477,India,Mobile,25-34,2024-01-06
5478,Canada,Desktop,55+,2024-02-11
5479,Canada,Mobile,55+,2024-12-21
5480,Germany,Mobile,45-54,2024-09-09
5481,India,Mobile,45-54,2024-03-16
5482,Australia,Desktop,25-34,2024-02-11
5483,Canada,Desktop,18-24,2024-12-16
5484,India,Mobile,55+,2024-09-24
5485,India,Mobile,45-54,2024-08-04
5486,Germany,Desktop,55+,2024-03-04
5487,India,Mobile,18-24,2024-06-27
5488,USA,Mobile,35-44,2024-01-29
5489,USA,Mobile,18-24,2024-10-01
5490,UK,Mobile,55+,2024-08-03
5491,Germany,Desktop,55+,2024-12-18
5492,Australia,Mobile,25-34,2024-10-27
5493,UK,Mobile,55+,2024-02-23
5494,USA,Mobile,45-54,2024-03-20
5495,UK,Tablet,25-34,2024-07-12
5496,Germany,Desktop,55+,2024-07-18
5497,Germany,Desktop,18-24,2024-01-13
5498,India,Desktop,55+,2024-08-09
5499,Canada,Mobile,18-24,2024-07-11
5500,India,Desktop,18-24,2024-11-22
5501,Germany,Mobile,55+,2024-08-27
5502,USA,Desktop,18-24,2024-09-26
5503,Australia,Mobile,35-44,2024-10-24
5504,USA,Mobile,25-34,2024-04-08
5505,India,Mobile,55+,2024-08-07
5506,Australia,Desktop,35-44,2024-11-27
5507,Germany,Desktop,18-24,2024-04-13
5508,USA,Mobile,18-24,2024-03-05
5509,Germany,Mobile,25-34,2024-05-24
5510,Australia,Desktop,35-44,2024-02-07
5511,Australia,Mobile,35-44,2024-01-28
5512,USA,Desktop,55+,2024-10-15
5513,Germany,Mobile,18-24,2024-08-24
5514,UK,Mobile,45-54,2024-05-05
5515,Germany,Mobile,55+,2024-11-21
5516,Australia,Mobile,55+,2024-03-25
5517,Germany,Mobile,55+,2024-08-24
5518,India,Mobile,25-34,2024-09-02
5519,UK,Mobile,25-34,2024-09-22
5520,Canada,Mobile,55+,2024-09-05
5521,India,Mobile,45-54,2024-10-18
5522,Canada,Desktop,35-44,2024-07-23
5523,USA,Mobile,35-44,2024-08-15
5524,Canada,Mobile,18-24,2024-08-27
5525,Germany,Mobile,35-44,2024-03-13
5526,Canada,Mobile,35-44,2024-06-07
5527,Australia,Desktop,45-54,2024-07-30
5528,India,Mobile,35-44,2024-05-15
5529,India,Desktop,45-54,2024-10-09
5530,Canada,Mobile,25-34,2024-06-12
5531,India,Mobile,45-54,2024-05-16
5532,Australia,Mobile,25-34,2024-06-19
5533,India,Desktop,45-54,2024-05-31
5534,Canada,Desktop,55+,2024-06-13
5535,UK,Mobile,25-34,2024-10-23
5536,UK,Desktop,25-34,2024-04-13
5537,USA,Mobile,35-44,2024-08-09
5538,India,Desktop,25-34,2024-10-08
5539,Canada,Mobile,45-54,2024-05-08
5540,India,Mobile,55+,2024-08-07
5541,Germany,Mobile,55+,2024-06-21
5542,Australia,Tablet,35-44,2024-12-13
5543,India,Desktop,45-54,2024-04-05
5544,India,Desktop,45-54,2024-02-21
5545,UK,Desktop,18-24,2024-04-03
5546,Australia,Mobile,25-34,2024-03-04
5547,Canada,Desktop,35-44,2024-01-21
5548,India,Tablet,55+,2024-04-15
5549,UK,Mobile,18-24,2024-12-01
5550,USA,Mobile,45-54,2024-07-18
5551,Australia,Desktop,25-34,2024-11-27
5552,UK,Tablet,55+,2024-12-17
5553,UK,Desktop,18-24,2024-10-07
5554,UK,Desktop,45-54,2024-10-08
5555,India,Desktop,55+,2024-04-09
5556,India,Desktop,55+,2024-12-02
5557,USA,Desktop,45-54,2024-01-27
5558,Germany,Desktop,45-54,2024-09-01
5559,Germany,Mobile,35-44,2024-03-03
5560,Germany,Mobile,55+,2024-12-07
5561,Australia,Mobile,45-54,2024-02-07
5562,Australia,Desktop,18-24,2024-10-28
5563,USA,Mobile,25-34,2024-05-06
5564,Australia,Mobile,35-44,2024-03-11
5565,Germany,Mobile,45-54,2024-05-13
5566,Germany,Desktop,25-34,2024-09-09
5567,UK,Mobile,35-44,2024-01-13
5568,Australia,Mobile,55+,2024-06-22
5569,India,Mobile,25-34,2024-03-30
5570,India,Mobile,35-44,2024-10-15
5571,UK,Mobile,45-54,2024-07-25
5572,UK,Mobile,45-54,2024-03-02
5573,UK,Mobile,35-44,2024-11-14
5574,India,Mobile,55+,2024-11-07
5575,Germany,Mobile,35-44,2024-02-08
5576,UK,Mobile,18-24,2024-02-29
5577,USA,Desktop,35-44,2024-04-14
5578,UK,Mobile,35-44,2024-08-26
5579,Canada,Mobile,45-54,2024-05-06
5580,UK,Mobile,55+,2024-03-23
5581,India,Mobile,35-44,2024-08-07
5582,Australia,Mobile,25-34,2024-04-14
5583,UK,Mobile,45-54,2024-03-14
5584,Australia,Mobile,45-54,2024-05-14
5585,Canada,Mobile,35-44,2024-03-02
5586,USA,Mobile,25-34,2024-01-01
5587,Australia,Desktop,35-44,2024-03-19
5588,Germany,Mobile,25-34,2024-03-05
5589,UK,Desktop,45-54,2024-07-01
5590,Canada,Mobile,25-34,2024-03-06
5591,Canada,Desktop,35-44,2024-11-18
5592,Australia,Mobile,18-24,2024-12-21
5593,USA,Desktop,18-24,2024-07-26
5594,India,Mobile,25-34,2024-02-23
5595,UK,Mobile,35-44,2024-08-08
5596,Canada,Mobile,55+,2024-08-23
5597,USA,Mobile,18-24,2024-04-09
5598,Germany,Desktop,45-54,2024-04-12
5599,Canada,Desktop,35-44,2024-06-30
5600,USA,Mobile,35-44,2024-04-17
5601,India,Mobile,18-24,2024-01-12
5602,India,Mobile,55+,2024-12-08
5603,Canada,Desktop,45-54,2024-03-26
5604,Canada,Mobile,55+,2024-10-14
5605,Australia,Mobile,45-54,2024-11-22
5606,UK,Tablet,18-24,2024-08-01
5607,USA,Mobile,35-44,2024-02-13
5608,Canada,Tablet,45-54,2024-11-17
5609,UK,Mobile,35-44,2024-03-18
5610,Australia,Mobile,25-34,2024-02-24
5611,UK,Mobile,25-34,2024-09-28
5612,Canada,Desktop,18-24,2024-12-09
5613,India,Mobile,18-24,2024-03-11
5614,USA,Mobile,18-24,2024-03-08
5615,USA,Mobile,25-34,2024-06-28
5616,India,Desktop,45-54,2024-06-22
5617,Canada,Mobile,55+,2024-06-17
5618,USA,Mobile,18-24,2024-09-17
5619,Canada,Mobile,55+,2024-05-04
5620,Australia,Desktop,55+,2024-05-10
5621,Canada,Tablet,25-34,2024-08-21
5622,UK,Mobile,45-54,2024-06-02
5623,India,Mobile,25-34,2024-11-25
5624,Canada,Desktop,18-24,2024-05-04
5625,Australia,Desktop,25-34,2024-12-19
5626,Germany,Mobile,25-34,2024-04-09
5627,India,Desktop,25-34,2024-02-22
5628,USA,Mobile,18-24,2024-11-27
5629,UK,Mobile,18-24,2024-05-07
5630,USA,Desktop,25-34,2024-01-14
5631,Australia,Mobile,25-34,2024-01-05
5632,Australia,Tablet,55+,2024-09-06
5633,USA,Mobile,45-54,2024-01-27
5634,India,Mobile,55+,2024-05-04
5635,USA,Desktop,45-54,2024-01-29
5636,Canada,Mobile,45-54,2024-01-03
5637,USA,Mobile,25-34,2024-08-15
5638,UK,Desktop,55+,2024-05-16
5639,UK,Mobile,45-54,2024-09-13
5640,Germany,Mobile,45-54,2024-08-27
5641,UK,Desktop,18-24,2024-10-05
5642,USA,Mobile,45-54,2024-11-18
5643,UK,Tablet,25-34,2024-06-08
5644,India,Desktop,35-44,2024-01-06
5645,UK,Mobile,18-24,2024-10-31
5646,Canada,Mobile,35-44,2024-05-22
5647,India,Tablet,25-34,2024-06-29
5648,Germany,Mobile,35-44,2024-01-30
5649,Canada,Mobile,45-54,2024-09-09
5650,USA,Mobile,35-44,2024-02-09
5651,USA,Mobile,55+,2024-07-05
5652,USA,Mobile,25-34,2024-11-14
5653,Canada,Tablet,55+,2024-10-30
5654,Canada,Desktop,35-44,2024-08-14
5655,Canada,Mobile,55+,2024-08-07
5656,India,Mobile,18-24,2024-11-19
5657,Australia,Desktop,35-44,2024-02-12
5658,India,Mobile,55+,2024-05-23
5659,USA,Desktop,45-54,2024-10-04
5660,Australia,Desktop,35-44,2024-11-14
5661,UK,Desktop,18-24,2024-06-22
5662,USA,Mobile,45-54,2024-09-03
5663,Germany,Mobile,35-44,2024-06-21
5664,India,Mobile,45-54,2024-02-10
5665,Canada,Mobile,35-44,2024-02-19
5666,India,Mobile,35-44,2024-11-18
5667,Canada,Desktop,25-34,2024-06-28
5668,Australia,Desktop,55+,2024-12-07
5669,Germany,Tablet,35-44,2024-06-07
5670,Australia,Desktop,18-24,2024-02-06
5671,Germany,Mobile,55+,2024-01-27
5672,India,Mobile,25-34,2024-09-12
5673,Canada,Mobile,55+,2024-10-04
5674,Australia,Mobile,55+,2024-09-05
5675,Germany,Mobile,35-44,2024-06-29
5676,USA,Desktop,18-24,2024-01-17
5677,USA,Desktop,35-44,2024-05-04
5678,Australia,Mobile,18-24,2024-11-07
5679,Canada,Mobile,18-24,2024-07-30
5680,Australia,Mobile,45-54,2024-08-24
5681,India,Mobile,35-44,2024-10-25
5682,Germany,Mobile,25-34,2024-07-18
5683,India,Desktop,55+,2024-06-29
5684,USA,Desktop,45-54,2024-05-09
5685,Germany,Mobile,25-34,2024-04-30
5686,Australia,Desktop,35-44,2024-07-05
5687,India,Mobile,18-24,2024-08-14
5688,UK,Tablet,35-44,2024-06-10
5689,Canada,Mobile,35-44,2024-04-21
5690,Canada,Desktop,45-54,2024-05-13
5691,UK,Desktop,25-34,2024-07-04
5692,USA,Desktop,45-54,2024-06-23
5693,Germany,Mobile,25-34,2024-09-17
5694,Canada,Desktop,45-54,2024-11-12
5695,UK,Mobile,55+,2024-11-07
5696,Australia,Mobile,18-24,2024-12-23
5697,UK,Mobile,18-24,2024-09-25
5698,USA,Desktop,18-24,2024-10-08
5699,USA,Desktop,55+,2024-08-11
5700,India,Mobile,55+,2024-09-08
5701,Canada,Mobile,18-24,2024-03-04
5702,India,Tablet,18-24,2024-11-13
5703,UK,Mobile,25-34,2024-05-03
5704,Germany,Mobile,25-34,2024-03-10
5705,Germany,Mobile,35-44,2024-08-25
5706,USA,Desktop,45-54,2024-03-15
5707,Germany,Mobile,25-34,2024-01-10
5708,Germany,Desktop,25-34,2024-09-24
5709,Germany,Mobile,25-34,2024-03-28
5710,UK,Mobile,25-34,2024-02-19
5711,Germany,Mobile,55+,2024-05-22
5712,Australia,Mobile,35-44,2024-02-28
5713,Germany,Mobile,25-34,2024-11-13
5714,Germany,Mobile,45-54,2024-07-29
5715,India,Desktop,25-34,2024-03-12
5716,UK,Mobile,55+,2024-08-31
5717,USA,Desktop,18-24,2024-08-26
5718,India,Tablet,18-24,2024-07-08
5719,Canada,Desktop,35-44,2024-02-19
5720,UK,Tablet,18-24,2024-07-23
5721,Australia,Mobile,25-34,2024-02-23
5722,UK,Mobile,55+,2024-11-05
5723,Canada,Desktop,35-44,2024-08-11
5724,Canada,Desktop,25-34,2024-06-04
5725,Canada,Desktop,18-24,2024-12-25
5726,USA,Desktop,45-54,2024-02-20
5727,Germany,Mobile,25-34,2024-08-28
5728,UK,Mobile,45-54,2024-11-25
5729,Germany,Desktop,45-54,2024-06-09
5730,Germany,Mobile,35-44,2024-05-08
5731,Australia,Mobile,55+,2024-03-25
5732,Canada,Mobile,18-24,2024-03-09
5733,USA,Mobile,18-24,2024-02-24
5734,Australia,Mobile,25-34,2024-03-25
5735,India,Desktop,18-24,2024-12-10
5736,USA,Desktop,35-44,2024-11-24
5737,Germany,Desktop,18-24,2024-03-20
5738,USA,Mobile,25-34,2024-08-07
5739,Canada,Tablet,18-24,2024-04-19
5740,India,Mobile,55+,2024-09-09
5741,Canada,Desktop,45-54,2024-11-12
5742,India,Mobile,45-54,2024-06-12
5743,Australia,Mobile,45-54,2024-04-12
5744,Germany,Mobile,55+,2024-04-22
5745,India,Desktop,35-44,2024-09-08
5746,India,Mobile,25-34,2024-05-31
5747,India,Mobile,55+,2024-12-01
5748,USA,Mobile,25-34,2024-09-07
5749,Australia,Mobile,35-44,2024-12-19
5750,USA,Mobile,55+,2024-03-28
5751,Germany,Mobile,18-24,2024-04-09
5752,India,Mobile,35-44,2024-04-29
5753,Australia,Mobile,45-54,2024-10-29
5754,Australia,Mobile,55+,2024-07-22
5755,UK,Mobile,35-44,2024-05-28
5756,Germany,Desktop,35-44,2024-07-19
5757,Australia,Mobile,55+,2024-10-21
5758,India,Mobile,45-54,2024-01-03
5759,India,Mobile,45-54,2024-03-08
5760,Australia,Mobile,35-44,2024-06-02
5761,USA,Mobile,25-34,2024-06-30
5762,Germany,Mobile,35-44,2024-01-13
5763,India,Mobile,55+,2024-07-07
5764,Australia,Mobile,55+,2024-01-20
5765,India,Desktop,55+,2024-12-04
5766,Australia,Desktop,45-54,2024-10-09
5767,Germany,Desktop,18-24,2024-01-10
5768,Australia,Mobile,55+,2024-07-06
5769,UK,Desktop,55+,2024-12-10
5770,Australia,Desktop,25-34,2024-01-19
5771,Australia,Desktop,25-34,2024-05-22
5772,Germany,Mobile,35-44,2024-04-12
5773,Australia,Mobile,35-44,2024-10-29
5774,Germany,Mobile,35-44,2024-08-28
5775,UK,Mobile,55+,2024-05-31
5776,Germany,Mobile,25-34,2024-09-28
5777,India,Desktop,35-44,2024-12-02
5778,Germany,Desktop,25-34,2024-07-06
5779,UK,Mobile,55+,2024-07-28
5780,Canada,Mobile,55+,2024-06-25
5781,Australia,Mobile,35-44,2024-07-12
5782,Germany,Mobile,55+,2024-06-25
5783,Australia,Mobile,55+,2024-03-06
5784,USA,Mobile,25-34,2024-11-05
5785,India,Mobile,18-24,2024-01-02
5786,India,Tablet,45-54,2024-11-12
5787,USA,Mobile,35-44,2024-09-27
5788,USA,Mobile,18-24,2024-02-29
5789,Germany,Mobile,35-44,2024-02-12
5790,USA,Mobile,18-24,2024-04-02
5791,Canada,Mobile,55+,2024-08-13
5792,Australia,Mobile,35-44,2024-10-12
5793,Australia,Mobile,18-24,2024-03-03
5794,UK,Mobile,45-54,2024-10-06
5795,USA,Desktop,55+,2024-01-14
5796,USA,Mobile,35-44,2024-01-28
5797,Canada,Mobile,35-44,2024-05-21
5798,India,Mobile,18-24,2024-04-17
5799,India,Desktop,35-44,2024-10-16
5800,Australia,Mobile,55+,2024-03-18
5801,Australia,Mobile,25-34,2024-09-03
5802,Germany,Desktop,18-24,2024-01-12
5803,Canada,Mobile,45-54,2024-07-02
5804,UK,Mobile,35-44,2024-11-12
5805,UK,Mobile,55+,2024-12-26
5806,Canada,Desktop,35-44,2024-10-22
5807,UK,Desktop,45-54,2024-08-27
5808,India,Tablet,55+,2024-09-19
5809,UK,Desktop,45-54,2024-11-30
5810,UK,Desktop,55+,2024-03-13
5811,Canada,Mobile,25-34,2024-03-08
5812,Canada,Desktop,55+,2024-10-13
5813,UK,Mobile,45-54,2024-11-21
5814,USA,Mobile,18-24,2024-08-07
5815,Canada,Mobile,25-34,2024-02-16
5816,Germany,Mobile,35-44,2024-02-27
5817,Germany,Desktop,25-34,2024-01-24
5818,India,Mobile,25-34,2024-10-16
5819,UK,Mobile,35-44,2024-11-14
5820,USA,Mobile,55+,2024-01-24
5821,India,Desktop,25-34,2024-03-04
5822,UK,Desktop,25-34,2024-09-11
5823,Canada,Mobile,18-24,2024-05-27
5824,Germany,Mobile,18-24,2024-04-25
5825,Australia,Mobile,45-54,2024-04-07
5826,USA,Mobile,35-44,2024-08-26
5827,Australia,Mobile,55+,2024-10-09
5828,Germany,Desktop,55+,2024-10-26
5829,Australia,Mobile,45-54,2024-04-02
5830,Canada,Mobile,55+,2024-03-05
5831,UK,Mobile,55+,2024-06-22
5832,Canada,Mobile,18-24,2024-11-05
5833,Australia,Mobile,55+,2024-08-22
5834,Canada,Mobile,55+,2024-06-15
5835,Germany,Mobile,45-54,2024-08-24
5836,USA,Desktop,45-54,2024-01-07
